date,precipitation,snowfall,snowdepth,avgwindspeed,weather,avgtemperature,avgtemperature_comaprision
2010-11-10,0.0,0.0,0.0,1.79,fog,55.0,less than global average
2010-11-16,0.38,0.0,0.0,8.28,fog,60.5,less than global average
2010-12-16,0.6,0.4,0.0,4.47,fog,31.5,less than global average
2010-12-17,0.0,0.0,0.0,2.24,fog,35.5,less than global average
2010-12-25,0.15,0.4,0.0,2.46,fog,38.0,less than global average
2011-01-19,0.0,0.0,0.0,5.14,fog,51.5,less than global average
2011-02-07,0.0,0.0,0.0,3.8,fog,44.0,less than global average
2011-02-17,0.0,0.0,0.0,7.61,fog,55.5,less than global average
2011-03-10,0.47,0.0,0.0,9.84,fog,55.0,less than global average
2011-03-23,0.45,0.0,0.0,6.71,fog,66.5,more than global average
2011-05-04,0.67,0.0,0.0,5.82,fog,60.5,less than global average
2011-05-23,0.09,0.0,0.0,7.38,fog,78.5,more than global average
2011-05-31,0.0,0.0,0.0,3.8,fog,82.5,more than global average
2011-06-11,0.3,0.0,0.0,6.49,fog,82.0,more than global average
2011-07-02,0.0,0.0,0.0,2.68,fog,80.5,more than global average
2011-07-13,0.0,0.0,0.0,3.13,fog,86.5,more than global average
2011-07-27,0.0,0.0,0.0,4.92,fog,86.0,more than global average
2011-07-30,2.1,0.0,0.0,4.7,fog,87.5,more than global average
2011-07-31,1.16,0.0,0.0,2.68,fog,79.0,more than global average
2011-08-13,0.48,0.0,0.0,5.37,fog,76.5,more than global average
2011-09-05,0.12,0.0,0.0,8.28,fog,79.0,more than global average
2011-09-07,0.0,0.0,0.0,3.8,fog,76.0,more than global average
2011-09-09,0.0,0.0,0.0,3.8,fog,74.0,more than global average
2011-09-14,0.0,0.0,0.0,2.46,fog,77.5,more than global average
2011-09-22,0.08,0.0,0.0,2.46,fog,76.0,more than global average
2011-09-29,0.0,0.0,0.0,4.25,fog,72.5,more than global average
2011-11-08,0.0,0.0,0.0,0.89,fog,55.0,less than global average
2011-11-17,0.54,0.0,0.0,6.93,fog,48.0,less than global average
2011-11-21,0.0,0.0,0.0,4.7,fog,68.5,more than global average
2011-12-22,0.08,0.0,0.0,7.83,fog,64.5,more than global average
2012-01-20,0.19,0.0,0.0,3.8,fog,45.0,less than global average
2012-02-05,0.15,0.0,0.0,5.59,fog,41.0,less than global average
2012-02-19,0.71,0.9,0.0,10.51,fog,43.5,less than global average
2012-02-20,0.0,0.0,1.0,5.14,fog,39.5,less than global average
2012-04-20,0.0,0.0,0.0,2.01,fog,62.0,less than global average
2012-04-30,0.0,0.0,0.0,7.16,fog,70.5,more than global average
2012-05-30,0.39,0.0,0.0,4.7,fog,73.0,more than global average
2012-06-11,1.06,0.0,0.0,7.38,fog,77.5,more than global average
2012-08-13,0.0,0.0,0.0,2.24,fog,78.5,more than global average
2012-09-16,0.69,0.0,0.0,3.13,fog,62.0,less than global average
2012-10-02,0.12,0.0,0.0,7.61,fog,77.5,more than global average
2012-10-05,0.0,0.0,0.0,1.57,fog,69.5,more than global average
2012-10-14,0.0,0.0,0.0,3.8,fog,61.0,less than global average
2012-10-19,0.19,0.0,0.0,7.61,fog,65.5,more than global average
2012-10-22,0.0,0.0,0.0,0.45,fog,58.0,less than global average
2012-10-26,0.01,0.0,0.0,7.83,fog,64.5,more than global average
2012-11-28,0.0,0.0,0.0,2.24,fog,41.0,less than global average
2012-12-05,0.0,0.0,0.0,5.14,fog,54.5,less than global average
2012-12-08,0.01,0.0,0.0,4.92,fog,58.0,less than global average
2012-12-12,0.24,0.0,0.0,9.17,fog,44.5,less than global average
2012-12-29,0.37,0.0,0.0,6.26,fog,45.0,less than global average
2013-01-11,0.22,0.0,0.0,3.13,fog,46.0,less than global average
2013-01-13,0.0,0.0,0.0,8.05,fog,65.0,more than global average
2013-01-31,0.09,0.0,0.0,13.2,fog,48.0,less than global average
2013-02-19,0.14,0.0,0.0,9.62,fog,43.0,less than global average
2013-02-26,0.86,0.0,0.0,10.29,fog,47.0,less than global average
2013-03-17,0.0,0.0,0.0,10.29,fog,50.0,less than global average
2013-04-05,0.04,0.0,0.0,2.68,fog,51.0,less than global average
2013-04-22,0.01,0.0,0.0,10.51,fog,48.0,less than global average
2013-05-02,0.0,0.0,0.0,7.61,fog,58.5,less than global average
2013-06-04,0.0,0.0,0.0,4.03,fog,71.5,more than global average
2013-07-15,0.0,0.0,0.0,2.24,fog,79.5,more than global average
2013-08-11,0.0,0.0,0.0,3.13,fog,81.5,more than global average
2013-08-26,0.0,0.0,0.0,1.34,fog,69.0,more than global average
2013-09-05,0.0,0.0,0.0,2.46,fog,76.0,more than global average
2013-09-20,0.19,0.0,0.0,3.8,fog,67.0,more than global average
2013-09-25,0.0,0.0,0.0,1.12,fog,64.0,more than global average
2013-10-19,0.01,0.0,0.0,2.91,fog,64.0,more than global average
2013-10-21,0.0,0.0,0.0,0.45,fog,53.5,less than global average
2013-10-22,0.0,0.0,0.0,2.46,fog,57.5,less than global average
2014-02-10,0.08,0.0,0.0,2.91,fog,39.0,less than global average
2014-03-08,0.0,0.0,0.0,4.25,fog,47.5,less than global average
2014-03-19,0.04,0.0,0.0,5.37,fog,41.0,less than global average
2014-03-25,0.03,0.0,0.0,5.82,fog,39.0,less than global average
2014-03-30,0.23,0.0,0.0,10.51,fog,52.0,less than global average
2014-05-19,0.0,0.0,0.0,2.01,fog,59.0,less than global average
2014-06-03,0.05,0.0,0.0,4.03,fog,73.0,more than global average
2014-07-13,0.0,0.0,0.0,7.16,fog,82.5,more than global average
2014-07-31,0.08,0.0,0.0,2.68,fog,74.0,more than global average
2014-08-02,0.08,0.0,0.0,3.36,fog,67.0,more than global average
2014-08-09,1.01,0.0,0.0,5.59,fog,69.0,more than global average
2014-08-10,0.56,0.0,0.0,6.71,fog,73.5,more than global average
2014-08-11,0.31,0.0,0.0,6.71,fog,77.0,more than global average
2014-09-08,1.04,0.0,0.0,8.28,fog,70.5,more than global average
2014-09-12,0.01,0.0,0.0,5.59,fog,75.0,more than global average
2014-09-18,0.01,0.0,0.0,3.36,fog,70.0,more than global average
2014-09-24,3.18,0.0,0.0,9.62,fog,59.5,less than global average
2014-09-29,0.01,0.0,0.0,1.12,fog,68.5,more than global average
2014-11-10,0.0,0.0,0.0,2.46,fog,50.5,less than global average
2014-11-25,0.1,0.0,0.0,5.37,fog,56.5,less than global average
2014-12-04,0.0,0.0,0.0,6.26,fog,47.0,less than global average
2014-12-25,0.03,0.0,0.0,5.82,fog,49.5,less than global average
2014-12-29,0.72,0.0,0.0,6.71,fog,48.0,less than global average
2015-01-24,0.14,0.0,0.0,5.82,fog,42.0,less than global average
2015-02-17,0.39,0.7,1.2,4.7,fog,27.0,less than global average
2015-02-23,0.03,0.0,0.0,7.38,fog,38.5,less than global average
2015-02-24,0.09,1.4,0.0,4.47,fog,24.5,less than global average
2015-03-05,0.97,0.0,0.0,10.51,fog,49.0,less than global average
2015-03-11,0.11,0.0,0.0,5.14,fog,67.5,more than global average
2015-03-22,0.0,0.0,0.0,4.25,fog,56.5,less than global average
2015-04-08,0.0,0.0,0.0,5.82,fog,73.0,more than global average
2015-04-09,0.53,0.0,0.0,5.82,fog,67.5,more than global average
2015-04-18,0.01,0.0,0.0,3.13,fog,70.5,more than global average
2015-04-20,0.28,0.0,0.0,11.86,fog,70.5,more than global average
2015-05-01,0.58,0.0,0.0,4.47,fog,56.0,less than global average
2015-05-03,0.0,0.0,0.0,2.68,fog,63.0,less than global average
2015-06-17,0.51,0.0,0.0,3.8,fog,85.0,more than global average
2015-06-18,2.1,0.0,0.0,5.59,fog,84.5,more than global average
2015-06-19,0.23,0.0,0.0,4.7,fog,83.5,more than global average
2015-06-25,0.31,0.0,0.0,5.82,fog,81.5,more than global average
2015-06-27,0.99,0.0,0.0,8.28,fog,79.0,more than global average
2015-06-30,0.02,0.0,0.0,6.71,fog,79.5,more than global average
2015-07-24,0.0,0.0,0.0,5.14,fog,77.0,more than global average
2015-08-01,0.0,0.0,0.0,1.57,fog,79.0,more than global average
2015-08-07,0.02,0.0,0.0,5.82,fog,72.5,more than global average
2015-08-24,0.89,0.0,0.0,3.58,fog,82.0,more than global average
2015-09-01,0.0,0.0,0.0,1.12,fog,79.0,more than global average
2015-09-02,0.1,0.0,0.0,3.36,fog,81.0,more than global average
2015-09-27,0.03,0.0,0.0,10.96,fog,70.5,more than global average
2015-10-01,0.34,0.0,0.0,10.74,fog,62.0,less than global average
2015-10-16,0.01,0.0,0.0,2.24,fog,57.5,less than global average
2015-10-29,0.05,0.0,0.0,6.71,fog,65.5,more than global average
2015-11-04,0.0,0.0,0.0,3.13,fog,64.5,more than global average
2015-12-17,0.89,0.0,0.0,2.01,fog,55.0,less than global average
2015-12-25,0.0,0.0,0.0,8.05,fog,69.5,more than global average
2016-01-15,0.37,0.0,0.0,5.59,fog,43.0,less than global average
2016-03-04,0.08,0.0,0.0,5.37,fog,43.5,less than global average
2016-04-27,0.52,0.0,0.0,7.83,fog,75.5,more than global average
2016-05-09,0.12,0.0,0.0,1.34,fog,69.5,more than global average
2016-05-11,0.0,0.0,0.0,5.37,fog,73.0,more than global average
2016-06-15,0.45,0.0,0.0,3.58,fog,80.5,more than global average
2016-06-29,0.91,0.0,0.0,4.7,fog,79.0,more than global average
2016-06-30,0.01,0.0,0.0,4.03,fog,78.5,more than global average
2016-07-01,0.0,0.0,0.0,5.82,fog,80.5,more than global average
2016-07-05,0.42,0.0,0.0,6.71,fog,84.0,more than global average
2016-09-14,0.0,0.0,0.0,3.8,fog,78.5,more than global average
2016-09-25,0.0,0.0,0.0,6.71,fog,71.5,more than global average
2016-10-06,0.02,0.0,0.0,10.29,fog,65.5,more than global average
2016-11-26,0.0,0.0,0.0,4.92,fog,45.0,less than global average
2017-02-12,0.05,0.0,0.0,11.41,fog,70.5,more than global average
2017-03-17,0.03,0.0,0.0,4.92,fog,40.5,less than global average
2017-04-17,0.05,0.0,0.0,9.84,fog,74.0,more than global average
2017-04-20,0.0,0.0,0.0,5.82,fog,70.5,more than global average
2017-04-21,0.21,0.0,0.0,6.93,fog,76.0,more than global average
2017-05-01,0.29,0.0,0.0,15.66,fog,76.5,more than global average
2017-05-11,0.48,0.0,0.0,4.92,fog,72.5,more than global average
2017-05-12,0.07,0.0,0.0,7.61,fog,57.5,less than global average
2017-05-30,0.06,0.0,0.0,4.03,fog,75.0,more than global average
2017-06-05,1.54,0.0,0.0,6.04,fog,76.0,more than global average
2017-06-16,2.3,0.0,0.0,4.03,fog,79.5,more than global average
2017-06-25,0.0,0.0,0.0,3.58,fog,75.5,more than global average
2017-07-28,0.21,0.0,0.0,7.61,fog,84.5,more than global average
2017-08-18,0.01,0.0,0.0,7.38,fog,86.5,more than global average
2017-08-19,0.05,0.0,0.0,2.91,fog,82.5,more than global average
2017-08-20,0.0,0.0,0.0,3.58,fog,83.0,more than global average
2017-09-01,1.06,0.0,0.0,7.83,fog,71.0,more than global average
2017-09-05,0.06,0.0,0.0,8.05,fog,77.0,more than global average
2017-09-06,0.52,0.0,0.0,4.92,fog,71.5,more than global average
2017-10-06,0.0,0.0,0.0,2.91,fog,70.5,more than global average
2017-10-11,1.12,0.0,0.0,8.05,fog,81.0,more than global average
2017-10-12,0.0,0.0,0.0,8.28,fog,71.0,more than global average
2017-10-13,0.0,0.0,0.0,7.38,fog,67.0,more than global average
2017-10-14,0.0,0.0,0.0,3.13,fog,70.0,more than global average
2017-10-29,0.78,0.0,0.0,7.61,fog,54.5,less than global average
2017-11-05,0.0,0.0,0.0,2.46,fog,60.5,less than global average
2017-11-19,0.08,0.0,0.0,9.17,fog,49.0,less than global average
2017-12-04,0.0,0.0,0.0,2.46,fog,47.0,less than global average
2018-01-23,0.83,0.0,0.0,15.66,fog,58.5,less than global average
2018-01-28,1.3,0.0,0.0,5.14,fog,56.0,less than global average
2018-02-07,0.21,0.0,0.0,8.5,fog,54.5,less than global average
2018-02-17,0.06,0.0,0.0,6.93,fog,48.0,less than global average
2018-03-12,0.92,1.4,0.0,7.16,fog,35.0,less than global average
2018-03-20,1.05,0.0,0.0,8.72,fog,46.5,less than global average
2018-04-15,3.31,0.0,0.0,12.53,fog,71.5,more than global average
2018-04-26,0.18,0.0,0.0,3.36,fog,61.5,less than global average
2018-05-18,0.23,0.0,0.0,8.28,fog,76.5,more than global average
2018-05-26,0.33,0.0,0.0,8.5,fog,77.5,more than global average
2018-06-12,0.01,0.0,0.0,6.26,fog,66.5,more than global average
2018-06-24,0.07,0.0,0.0,7.61,fog,84.5,more than global average
2018-06-26,0.74,0.0,0.0,6.93,fog,70.0,more than global average
2018-07-06,0.34,0.0,0.0,3.8,fog,82.0,more than global average
2018-07-18,0.0,0.0,0.0,6.71,fog,80.5,more than global average
2018-07-25,0.27,0.0,0.0,3.8,fog,75.5,more than global average
2018-08-01,0.02,0.0,0.0,9.17,fog,81.5,more than global average
2018-08-07,0.2,0.0,0.0,6.71,fog,82.0,more than global average
2018-08-10,0.0,0.0,0.0,2.01,fog,80.0,more than global average
2018-08-13,0.08,0.0,0.0,3.58,fog,76.0,more than global average
2018-08-20,0.86,0.0,0.0,4.47,fog,77.5,more than global average
2018-08-31,0.27,0.0,0.0,3.8,fog,80.5,more than global average
2018-09-10,0.26,0.0,0.0,4.47,fog,77.5,more than global average
2018-10-04,0.0,0.0,0.0,2.68,fog,77.5,more than global average
2018-10-07,0.0,0.0,0.0,2.91,fog,76.5,more than global average
2018-10-08,0.0,0.0,0.0,6.26,fog,77.0,more than global average
2018-10-11,2.6,0.0,0.0,11.63,fog,71.0,more than global average
2018-10-15,0.0,0.0,0.0,5.59,fog,69.5,more than global average
2018-10-17,0.0,0.0,0.0,3.58,fog,62.0,less than global average
2018-11-05,0.82,0.0,0.0,3.8,fog,58.0,less than global average
2018-11-06,0.03,0.0,0.0,7.38,fog,65.5,more than global average
2018-11-24,0.72,0.0,0.0,5.14,fog,40.5,less than global average
2018-12-02,0.0,0.0,0.0,10.96,fog,64.5,more than global average
2018-12-10,0.73,1.9,1.2,7.61,fog,32.0,less than global average
2018-12-20,0.68,0.0,0.0,8.72,fog,55.5,less than global average
2018-12-30,0.01,0.0,0.0,2.91,fog,52.0,less than global average
2019-02-16,0.45,0.0,0.0,8.05,fog,46.0,less than global average
2019-02-18,0.42,0.0,0.0,6.71,fog,50.5,less than global average
2019-02-19,0.25,0.0,0.0,5.37,fog,39.0,less than global average
2019-02-21,0.14,0.0,0.0,4.25,fog,47.0,less than global average
2019-02-24,0.05,0.0,0.0,8.72,fog,53.0,less than global average
2019-03-02,0.0,0.0,0.0,4.25,fog,48.0,less than global average
2019-03-19,0.0,0.0,0.0,6.26,fog,44.0,less than global average
2019-03-21,0.58,0.0,0.0,6.26,fog,51.5,less than global average
2019-03-26,0.06,0.0,0.0,10.07,fog,47.5,less than global average
2019-04-02,0.35,0.0,0.0,5.82,fog,35.5,less than global average
2019-04-13,0.93,0.0,0.0,5.59,fog,67.0,more than global average
2019-04-14,0.28,0.0,0.0,11.86,fog,72.5,more than global average
2019-04-20,0.02,0.0,0.0,12.53,fog,57.5,less than global average
2019-05-05,0.36,0.0,0.0,6.71,fog,70.0,more than global average
2019-06-09,0.09,0.0,0.0,6.93,fog,75.0,more than global average
2019-06-10,0.14,0.0,0.0,6.49,fog,79.5,more than global average
2019-07-12,0.08,0.0,0.0,8.05,fog,82.5,more than global average
2019-07-16,0.0,0.0,0.0,3.36,fog,83.5,more than global average
2019-08-05,0.22,0.0,0.0,2.68,fog,76.5,more than global average
2019-08-15,0.0,0.0,0.0,3.8,fog,81.0,more than global average
2019-09-05,0.93,0.0,0.0,11.86,fog,74.5,more than global average
2019-09-28,0.0,0.0,0.0,7.61,fog,82.5,more than global average
2019-10-21,0.0,0.0,0.0,4.47,fog,62.0,less than global average
2019-10-26,0.0,0.0,0.0,6.04,fog,66.0,more than global average
2019-11-02,0.0,0.0,0.0,1.12,fog,49.0,less than global average
2019-11-08,0.1,0.0,0.0,7.61,fog,45.5,less than global average
2019-11-12,0.94,0.0,0.0,6.71,fog,42.5,less than global average
2019-12-02,0.0,0.0,0.0,7.83,fog,44.0,less than global average
2020-01-19,0.01,0.0,0.0,9.17,fog,44.0,less than global average
2020-01-27,0.12,0.0,0.0,2.68,fog,42.5,less than global average
2020-02-16,0.05,0.0,0.0,3.58,fog,43.0,less than global average
2020-03-04,0.0,0.0,0.0,5.82,fog,53.5,less than global average
2020-04-01,0.0,0.0,0.0,6.04,fog,51.5,less than global average
2020-04-26,0.26,0.0,0.0,7.16,fog,62.5,less than global average
2020-04-30,1.67,0.0,0.0,8.72,fog,62.0,less than global average
2020-06-13,0.0,0.0,0.0,7.16,fog,73.0,more than global average
2020-07-10,0.25,0.0,0.0,4.7,fog,83.0,more than global average
2020-07-30,0.0,0.0,0.0,7.16,fog,80.5,more than global average
2020-08-14,0.63,0.0,0.0,3.58,fog,80.5,more than global average
2020-08-16,0.02,0.0,0.0,4.25,fog,73.0,more than global average
2020-08-17,0.11,0.0,0.0,2.46,fog,75.0,more than global average
2020-08-20,0.0,0.0,0.0,5.37,fog,76.5,more than global average
2020-09-08,0.03,0.0,,5.59,fog,73.0,more than global average
2020-09-10,0.0,0.0,0.0,3.13,fog,81.0,more than global average
2020-09-29,0.68,0.0,,7.61,fog,72.0,more than global average
2020-10-28,0.05,0.0,,4.03,fog,64.5,more than global average
2020-11-04,0.0,0.0,0.0,1.34,fog,53.5,less than global average
2020-11-23,0.01,0.0,0.0,4.92,fog,51.5,less than global average
2020-11-27,0.0,0.0,0.0,2.46,fog,58.0,less than global average
2020-11-29,0.54,0.0,0.0,3.58,fog,49.5,less than global average
2020-12-21,0.0,0.0,0.0,6.93,fog,48.5,less than global average
2015-12-13,0.0,0.0,0.0,2.91,fog,61.5,less than global average
2015-12-30,1.79,0.0,0.0,5.14,fog,65.0,more than global average
2016-01-22,0.95,1.2,0.0,12.3,fog,28.5,less than global average
2016-05-03,0.44,0.0,0.0,4.47,fog,71.0,more than global average
2016-05-18,0.1,0.0,0.0,5.82,fog,60.5,less than global average
2016-05-23,0.02,0.0,0.0,2.68,fog,59.5,less than global average
2016-06-04,0.61,0.0,0.0,4.25,fog,80.5,more than global average
2016-06-16,0.0,0.0,0.0,5.59,fog,82.5,more than global average
2016-07-02,1.66,0.0,0.0,4.25,fog,79.5,more than global average
2016-07-04,0.02,0.0,0.0,4.25,fog,77.0,more than global average
2016-07-08,0.25,0.0,0.0,6.04,fog,82.5,more than global average
2016-08-03,0.0,0.0,0.0,8.72,fog,80.5,more than global average
2016-09-21,0.49,0.0,0.0,10.74,fog,72.5,more than global average
2016-09-26,0.02,0.0,0.0,5.59,fog,70.5,more than global average
2016-09-29,0.32,0.0,0.0,6.49,fog,72.0,more than global average
2016-10-08,6.45,0.0,0.0,16.11,fog,66.5,more than global average
2016-10-16,0.0,0.0,0.0,0.22,fog,64.5,more than global average
2016-11-19,0.0,0.0,0.0,9.17,fog,59.5,less than global average
2016-12-21,0.0,0.0,0.0,2.24,fog,43.0,less than global average
2017-01-11,0.0,0.0,0.0,6.04,fog,48.5,less than global average
2017-01-20,0.09,0.0,0.0,2.91,fog,52.5,less than global average
2017-03-13,0.56,0.0,0.0,8.28,fog,34.0,less than global average
2020-01-03,1.53,0.0,0.0,3.58,fog,52.0,less than global average
2020-01-28,0.0,0.0,0.0,2.24,fog,43.5,less than global average
2020-01-31,0.6,0.0,0.0,4.47,fog,37.5,less than global average
2020-02-13,0.57,0.0,0.0,11.41,fog,59.5,less than global average
2020-02-24,0.18,0.0,0.0,6.93,fog,50.0,less than global average
2020-03-21,0.07,0.0,0.0,6.26,fog,61.5,less than global average
2020-04-07,0.0,0.0,0.0,6.04,fog,67.5,more than global average
2020-06-15,0.77,0.0,0.0,9.84,fog,61.5,less than global average
2020-06-16,0.52,0.0,0.0,11.18,fog,60.5,less than global average
2020-08-06,0.06,0.0,0.0,2.91,fog,79.5,more than global average
2009-01-03,0.0,0.0,0.0,2.01,fog,45.0,less than global average
2009-01-04,0.62,0.0,0.0,4.03,fog,49.5,less than global average
2009-01-07,0.16,0.0,0.0,18.34,fog,54.5,less than global average
2009-01-30,0.0,0.0,0.0,4.7,fog,39.0,less than global average
2009-02-03,0.15,0.0,0.0,7.61,fog,39.0,less than global average
2009-04-14,0.12,0.0,0.0,7.61,fog,64.5,more than global average
2009-05-07,0.1,0.0,0.0,9.4,fog,75.0,more than global average
2009-05-24,0.54,0.0,0.0,4.92,fog,75.5,more than global average
2009-05-27,0.0,0.0,0.0,2.68,fog,75.0,more than global average
2009-06-05,0.13,0.0,0.0,7.38,fog,72.5,more than global average
2009-06-11,0.0,0.0,0.0,4.92,fog,79.0,more than global average
2009-06-25,0.0,0.0,0.0,2.24,fog,79.5,more than global average
2009-07-02,0.02,0.0,0.0,4.92,fog,79.5,more than global average
2009-07-11,0.03,0.0,0.0,7.61,fog,79.0,more than global average
2009-07-16,0.0,0.0,0.0,8.95,fog,82.5,more than global average
2009-07-18,0.06,0.0,0.0,4.03,fog,78.5,more than global average
2009-07-20,0.19,0.0,0.0,5.14,fog,73.0,more than global average
2009-07-30,0.06,0.0,0.0,8.28,fog,84.5,more than global average
2009-08-03,0.03,0.0,0.0,2.68,fog,82.5,more than global average
2009-08-10,0.0,0.0,0.0,6.71,fog,85.5,more than global average
2009-08-17,0.06,0.0,0.0,3.13,fog,80.5,more than global average
2009-08-22,0.25,0.0,0.0,3.8,fog,78.0,more than global average
2009-09-09,0.0,0.0,0.0,4.47,fog,72.0,more than global average
2009-09-23,0.25,0.0,0.0,2.24,fog,77.0,more than global average
2009-10-03,0.0,0.0,0.0,2.91,fog,68.5,more than global average
2009-10-14,0.14,0.0,0.0,8.72,fog,54.0,less than global average
2009-10-29,0.0,0.0,0.0,5.82,fog,58.0,less than global average
2009-10-31,0.06,0.0,0.0,8.28,fog,69.5,more than global average
2009-11-12,0.58,0.0,0.0,14.09,fog,47.0,less than global average
2009-11-17,0.0,0.0,0.0,5.82,fog,55.0,less than global average
2009-11-21,0.0,0.0,0.0,3.58,fog,48.0,less than global average
2009-12-15,0.0,0.0,0.0,4.47,fog,53.5,less than global average
2009-12-31,0.11,0.0,0.0,1.57,fog,39.0,less than global average
2010-01-17,1.46,0.0,0.0,7.38,fog,56.5,less than global average
2010-01-31,0.0,0.0,4.0,2.24,fog,27.5,less than global average
2010-02-03,0.01,0.0,0.0,3.13,fog,42.0,less than global average
2010-02-12,0.1,1.0,0.0,1.79,fog,32.5,less than global average
2010-02-13,0.05,1.0,2.0,4.92,fog,35.0,less than global average
2010-03-02,0.29,0.2,0.0,9.62,fog,37.5,less than global average
2010-03-17,0.0,0.0,0.0,1.79,fog,49.5,less than global average
2010-04-08,0.13,0.0,0.0,15.21,fog,71.5,more than global average
2010-04-09,0.61,0.0,0.0,5.82,fog,56.0,less than global average
2010-04-24,0.11,0.0,0.0,5.59,fog,67.0,more than global average
2010-04-29,0.0,0.0,0.0,4.25,fog,56.5,less than global average
2010-05-01,0.0,0.0,0.0,10.51,fog,75.0,more than global average
2014-07-03,0.0,0.0,0.0,6.93,fog,82.0,more than global average
2014-08-27,0.0,0.0,0.0,3.36,fog,72.0,more than global average
2014-09-04,1.18,0.0,0.0,3.8,fog,80.5,more than global average
2014-09-25,0.03,0.0,0.0,7.38,fog,65.5,more than global average
2014-09-30,0.0,0.0,0.0,1.34,fog,67.0,more than global average
2014-10-02,0.0,0.0,0.0,2.91,fog,71.5,more than global average
2014-10-03,0.09,0.0,0.0,7.83,fog,75.0,more than global average
2014-10-15,0.62,0.0,0.0,6.71,fog,66.0,more than global average
2014-12-03,0.0,0.0,0.0,4.25,fog,50.5,less than global average
2015-01-22,0.0,0.0,0.0,2.91,fog,44.5,less than global average
2015-02-02,0.39,0.0,0.0,13.42,fog,45.5,less than global average
2015-02-25,0.36,1.9,1.2,4.25,fog,32.0,less than global average
2015-02-26,0.72,3.2,3.9,6.26,fog,31.5,less than global average
2015-03-04,0.02,0.0,0.0,13.87,fog,56.5,less than global average
2015-03-14,0.3,0.0,0.0,4.7,fog,53.5,less than global average
2015-04-27,0.0,0.0,0.0,4.03,fog,53.5,less than global average
2015-04-30,0.99,0.0,0.0,4.47,fog,62.0,less than global average
2015-07-03,0.14,0.0,0.0,4.03,fog,73.5,more than global average
2015-07-19,1.57,0.0,0.0,5.14,fog,82.5,more than global average
2015-08-31,1.75,0.0,0.0,2.24,fog,72.0,more than global average
2015-09-04,0.0,0.0,0.0,2.68,fog,80.0,more than global average
2015-11-01,0.15,0.0,0.0,2.01,fog,59.0,less than global average
2015-11-07,0.54,0.0,0.0,5.37,fog,65.5,more than global average
2015-11-10,0.22,0.0,0.0,1.79,fog,58.5,less than global average
2015-11-28,0.0,0.0,0.0,1.79,fog,58.0,less than global average
2015-12-11,0.0,0.0,0.0,6.26,fog,60.5,less than global average
2015-12-16,0.0,0.0,0.0,4.7,fog,54.0,less than global average
2015-12-31,0.47,0.0,0.0,4.47,fog,58.5,less than global average
2016-01-08,0.04,0.0,0.0,4.03,fog,43.5,less than global average
2016-01-09,0.18,0.0,0.0,5.82,fog,49.5,less than global average
2016-02-03,1.26,0.0,0.0,10.51,fog,61.5,less than global average
2016-02-21,0.04,0.0,0.0,8.5,fog,58.0,less than global average
2016-02-24,0.46,0.0,0.0,14.99,fog,59.0,less than global average
2016-03-19,0.03,0.0,0.0,7.61,fog,51.5,less than global average
2016-03-20,0.09,0.0,0.0,6.71,fog,41.5,less than global average
2016-04-22,1.02,0.0,0.0,7.38,fog,67.0,more than global average
2016-04-29,0.0,0.0,0.0,5.82,fog,69.0,more than global average
2016-05-01,0.18,0.0,0.0,7.83,fog,68.0,more than global average
2016-05-02,0.09,0.0,0.0,8.72,fog,76.5,more than global average
2016-05-13,0.0,0.0,0.0,4.47,fog,68.5,more than global average
2016-06-07,0.05,0.0,0.0,5.82,fog,77.5,more than global average
2016-06-23,1.62,0.0,0.0,6.49,fog,79.0,more than global average
2016-07-03,1.48,0.0,0.0,5.82,fog,74.0,more than global average
2016-07-14,0.0,0.0,0.0,3.36,fog,84.0,more than global average
2016-07-17,0.0,0.0,0.0,4.03,fog,79.0,more than global average
2016-07-31,0.13,0.0,0.0,6.93,fog,84.0,more than global average
2016-08-05,0.18,0.0,0.0,3.8,fog,80.5,more than global average
2016-08-08,0.54,0.0,0.0,6.71,fog,81.0,more than global average
2016-08-19,0.38,0.0,0.0,2.68,fog,83.0,more than global average
2016-08-27,0.18,0.0,0.0,4.92,fog,86.5,more than global average
2016-09-03,0.44,0.0,0.0,7.83,fog,72.5,more than global average
2016-09-04,0.0,0.0,0.0,4.25,fog,72.0,more than global average
2016-09-05,0.0,0.0,0.0,2.46,fog,71.0,more than global average
2016-09-17,0.0,0.0,0.0,3.58,fog,77.5,more than global average
2016-09-18,0.06,0.0,0.0,3.58,fog,80.5,more than global average
2016-09-22,0.23,0.0,0.0,6.93,fog,77.0,more than global average
2016-10-04,0.0,0.0,0.0,8.5,fog,69.0,more than global average
2016-10-27,0.14,0.0,0.0,6.71,fog,61.0,less than global average
2016-10-28,0.0,0.0,0.0,4.25,fog,64.0,more than global average
2016-11-02,0.0,0.0,0.0,3.36,fog,64.5,more than global average
2016-11-04,0.07,0.0,0.0,7.16,fog,57.0,less than global average
2016-11-13,0.06,0.0,0.0,1.57,fog,44.0,less than global average
2016-11-15,0.0,0.0,0.0,1.79,fog,50.5,less than global average
2016-11-16,0.0,0.0,0.0,1.34,fog,52.0,less than global average
2016-11-24,0.06,0.0,0.0,1.57,fog,59.5,less than global average
2016-11-25,0.0,0.0,0.0,2.01,fog,63.0,less than global average
2016-12-06,0.56,0.0,0.0,7.83,fog,46.0,less than global average
